dni_persona,id_insumo
61195043,1
76693603,2
15302606,3
12076633,4
77778336,5
83911963,6
91451941,7
49653360,8
90149231,9
35810723,10
12282202,11
16161147,12
70746395,13
58984441,14
35319696,15
38073462,16
26438207,17
97526913,18
61905855,19
59369181,20
17262224,21
54780631,22
44467853,23
80629284,24
30301219,25
95522266,26
14684378,27
65682349,28
12142062,29
18771047,30
79953904,31
38300631,32
99892424,33
87793258,34
84646863,35
66319514,36
80760023,37
88093653,38
22491376,39
41258902,40
49641062,41
34404812,42
57495483,43
45848149,44
38026439,45
77748603,46
68519497,47
60237712,48
35900141,49
49918361,50
85476380,51
22405532,52
35023174,53
84272356,54
26121802,55
44107690,56
72498282,57
81420260,58
18591768,59
67951097,60
65136671,61
65452956,62
61422042,63
97588102,64
76460722,65
86422266,66
94838534,67
36820749,68
36476427,69
84020652,70
93895213,71
38673974,72
57647557,73
56803006,74
10329199,75
65294874,76
89627721,77
48419188,78
80756823,79
68540664,80
29269738,81
52994566,82
52704384,83
34702611,84
38349383,85
93544851,86
93249110,87
16157632,88
66088074,89
84002027,90
62149288,91
84831539,92
72964588,93
73367298,94
56974170,95
40839089,96
46272702,97
77751595,98
30038103,99
58268091,100
39875136,101
47422637,102
97599974,103
46003190,104
94957971,105
19357332,106
42440154,107
24916366,108
41223702,109
41115297,110
22830333,111
49150018,112
82073522,113
31912106,114
27339048,115
49642581,116
60442284,117
81390870,118
10774712,119
60417101,120
55606137,121
59113981,122
18390605,123
25662441,124
69406425,125
66694128,126
66737335,127
46525196,128
73053674,129
40235922,130
71165483,131
78560474,132
81280011,133
63097411,134
38707045,135
65430306,136
49524143,137
34018661,138
69471856,139
71830252,140
68961247,141
92308916,142
51711315,143
73750366,144
29836428,145
15897942,146
18709056,147
29796423,148
97809848,149
53102009,150
68797214,151
81275221,152
67995812,153
10326013,154
10313388,155
41034578,156
75631291,157
72820861,158
59626623,159
71087461,160
16893583,161
16113758,162
12512729,163
43224792,164
68810680,165
97063977,166
19171802,167
24938967,168
60155926,169
30716867,170
93796074,171
15214543,172
29903791,173
75093017,174
57752917,175
67120763,176
80645416,177
19107261,178
99748331,179
46479670,180
37419194,181
95984458,182
62614410,183
17576694,184
13665461,185
40220362,186
90533539,187
37642578,188
80550225,189
12839975,190
62771999,191
66204586,192
58094557,193
18706867,194
87150430,195
50150529,196
12822631,197
38317271,198
61172983,199
77804216,200
97565150,201
29746221,202
58666072,203
40711451,204
21150087,205
15685210,206
62063235,207
39416435,208
69383144,209
42274914,210
85921996,211
29505325,212
95479980,213
61388864,214
88574198,215
99479815,216
29460347,217
13360010,218
66107224,219
90282578,220
62263475,221
28215304,222
90694745,223
70379269,224
84713985,225
27894287,226
79849841,227
74876706,228
50615772,229
68291716,230
66148839,231
10659221,232
87932559,233
25716294,234
95590795,235
83452370,236
93398039,237
64512386,238
61416015,239
65176342,240
56214337,241
36556149,242
90087874,243
18227496,244
78429579,245
40330670,246
86447166,247
54473407,248
55337731,249
10967283,250
84047718,251
28917821,252
80368312,253
57813151,254
97117385,255
43212523,256
99731572,257
91153196,258
48031278,259
19326875,260
69318244,261
62338789,262
51548101,263
51454176,264
57735389,265
69169483,266
65615997,267
70604629,268
10746978,269
38913359,270
51465471,271
38134375,272
36904437,273
86006715,274
17300472,275
42208866,276
35808968,277
28760993,278
64000248,279
91170744,280
99880967,281
42399140,282
86902793,283
87819158,284
82279079,285
50862922,286
34859147,287
13462271,288
50635290,289
37420742,290
62271449,291
41265894,292
63169245,293
16882238,294
46788822,295
74901071,296
37162081,297
36756994,298
69499288,299
87362310,300
21560551,301
56954193,302
92311569,303
30550511,304
74315394,305
54952243,306
47571058,307
94560662,308
29106638,309
98134045,310
64528332,311
33133495,312
95257264,313
61165012,314
57752917,315
88267706,316
71748248,317
42025028,318
13894482,319
37237381,320
96691002,321
94639427,322
19285211,323
72635882,324
23632202,325
93396602,326
79179177,327
52355532,328
96354957,329
91154183,330
87645205,331
77053706,332
52308630,333
61136747,334
62570089,335
19383792,336
26933187,337
20817688,338
20773737,339
85766294,340
63587400,341
65853253,342
86579585,343
13658617,344
95518373,345
77474499,346
99823465,347
23850270,348
99417856,349
10178880,350
64221263,351
99285649,352
14286708,353
64746426,354
82131737,355
70907675,356
26446781,357
32255630,358
60417684,359
29018206,360
99368576,361
39674963,362
24631527,363
64821305,364
89731704,365
95363586,366
83860444,367
97601491,368
59580037,369
85679258,370
79735010,371
76008029,372
19681748,373
26605339,374
33855699,375
16306069,376
17716686,377
18453992,378
79002494,379
48307940,380
54102499,381
70207328,382
69856851,383
61347229,384
77274688,385
28855158,386
38803683,387
83572884,388
16102114,389
11278948,390
41629626,391
12424810,392
51866174,393
90818587,394
52296601,395
17406662,396
94901523,397
80913704,398
17190632,399
63149274,400
50477192,401
39217427,402
28611876,403
27189776,404
17405561,405
84868429,406
49091163,407
69570839,408
17535355,409
83245591,410
72063885,411
69357280,412
29602605,413
46821479,414
25550762,415
39768139,416
78662734,417
38816391,418
82878815,419
78787503,420
29473043,421
40208855,422
49062317,423
16195780,424
26829265,425
38106908,426
82267672,427
96386176,428
72982066,429
66681827,430
15050037,431
29952143,432
98802580,433
64209250,434
82483470,435
20839823,436
82368900,437
45058231,438
96702236,439
10883766,440
56346770,441
49000001,442
63495238,443
55857773,444
34081014,445
58243364,446
53396840,447
46801360,448
79202197,449
41077081,450
91350522,451
50493582,452
37328050,453
92283718,454
55139747,455
68696313,456
69097887,457
64749201,458
16271087,459
80710186,460
25775527,461
92245828,462
94407988,463
63912448,464
81269167,465
82749167,466
35524432,467
98060472,468
94160368,469
35891969,470
91102120,471
69959238,472
91851305,473
25196688,474
15662437,475
16316862,476
81535878,477
74060584,478
17107316,479
34803881,480
65212051,481
30227443,482
85378152,483
15873727,484
41174274,485
60669055,486
53142607,487
86957370,488
53883470,489
16346892,490
86823880,491
65727144,492
28126635,493
58666072,494
99342129,495
81402861,496
22083043,497
11788362,498
98725930,499
22014828,500
15299870,501
78778100,502
33011657,503
50033715,504
26666891,505
56324830,506
14328557,507
16877013,508
60129283,509
40577647,510
44731585,511
29371979,512
66154244,513
76551789,514
44992375,515
36414716,516
90466185,517
67566983,518
67355234,519
28405025,520
30935313,521
35484574,522
55130043,523
46978805,524
63654984,525
93249110,526
17643730,527
93108954,528
67100086,529
22822651,530
27425799,531
58263279,532
98662772,533
56960499,534
19959441,535
91921100,536
45081753,537
56440617,538
86332193,539
92378154,540
90667672,541
61099602,542
95087829,543
16166358,544
73544676,545
20188190,546
98821748,547
68738612,548
59261732,549
33159848,550
16914082,551
25391463,552
75761038,553
91497207,554
65944318,555
93773293,556
16504784,557
73305269,558
20635187,559
55595235,560
53671154,561
28477585,562
93150425,563
83785466,564
56384616,565
53347178,566
53086080,567
73480600,568
20937447,569
25493977,570
79934183,571
82290699,572
67729831,573
85059128,574
19903251,575
50663961,576
58138698,577
39575108,578
64812236,579
45079660,580
37356249,581
56454158,582
24414030,583
80623628,584
87045728,585
78443111,586
83688055,587
24602355,588
55685418,589
84398539,590
15466605,591
53148146,592
89160491,593
86449160,594
56983567,595
36435735,596
60959898,597
59600679,598
48374301,599
73381968,600
36404884,601
19565652,602
33970064,603
77907705,604
94713500,605
31549060,606
93888512,607
23536158,608
16788524,609
68860967,610
92609035,611
88638504,612
53722000,613
71901227,614
12761316,615
82424222,616
73908936,617
23987104,618
64902405,619
51125317,620
70070239,621
76352770,622
13646204,623
16504162,624
91296617,625
63420389,626
56595195,627
90055011,628
22308234,629
19865825,630
91811169,631
43594118,632
88879680,633
70607584,634
47044977,635
51936332,636
61002437,637
45963780,638
47863527,639
43678583,640
49866907,641
90764538,642
67763483,643
75219953,644
31783911,645
21295656,646
73921614,647
65329873,648
28587806,649
64483266,650
73135566,651
24947738,652
38023624,653
45729565,654
40219740,655
70274764,656
16481861,657
21392371,658
73719399,659
25540165,660
83128214,661
68427391,662
25306909,663
64438091,664
61162786,665
44530850,666
35272084,667
78879005,668
77170628,669
86602974,670
73421180,671
74482385,672
64913279,673
76946438,674
19268616,675
40806295,676
15799073,677
25067374,678
89076259,679
19089968,680
81506999,681
23706934,682
97419734,683
63575343,684
47079026,685
72486115,686
17633582,687
86571961,688
61733226,689
17029671,690
77151557,691
41609885,692
59784716,693
10225970,694
61593914,695
69102439,696
42672675,697
81535878,698
39457109,699
12547424,700
80186489,701
32590725,702
51695960,703
79872201,704
34238038,705
67725181,706
65251598,707
97847846,708
78880012,709
80719915,710
36003696,711
15169341,712
44662034,713
64415673,714
80283038,715
43728213,716
80386685,717
63277624,718
25313417,719
38773162,720
39280955,721
62914978,722
62936426,723
13667102,724
72485939,725
60652401,726
56094661,727
14064530,728
14222269,729
16811671,730
69655501,731
57425210,732
80296571,733
49432536,734
28170464,735
40643799,736
10336680,737
39544877,738
53073918,739
96879840,740
37488746,741
78552709,742
32934045,743
91626951,744
21152149,745
67802091,746
61866419,747
36561551,748
24256070,749
24228218,750
94527345,751
22540366,752
69759005,753
93433153,754
93144703,755
92962896,756
99750477,757
27328580,758
24811797,759
59628292,760
17388612,761
78574709,762
23145088,763
13344510,764
74426001,765
17832631,766
82424222,767
20182594,768
46744669,769
23440587,770
29910019,771
63776627,772
93087389,773
67898137,774
96012184,775
70490825,776
11034405,777
26440991,778
23258613,779
38212278,780
97509429,781
31552443,782
76104232,783
92564800,784
79225838,785
92836457,786
80398770,787
27514063,788
35218496,789
44682645,790
80122261,791
98027720,792
11638482,793
26280071,794
31178579,795
80526209,796
91600093,797
94429400,798
86064231,799
30062327,800
44590392,801
96749508,802
27824256,803
68475011,804
99700199,805
35489175,806
67821460,807
31492294,808
51565962,809
38138281,810
66594394,811
49936882,812
66740168,813
36009930,814
93044914,815
54242335,816
97666006,817
12514093,818
50066965,819
95467980,820
41590164,821
45534543,822
59894083,823
68142305,824
55289841,825
34898733,826
65244273,827
96820884,828
33173098,829
37785303,830
46987884,831
57484651,832
91142639,833
99644339,834
31050300,835
66844704,836
74315394,837
66630478,838
34666596,839
63158203,840
26269290,841
57185505,842
54563166,843
60807024,844
92551876,845
15402671,846
74454735,847
84782334,848
21625114,849
20606332,850
76343566,851
61996449,852
78668072,853
61221107,854
41478660,855
78402923,856
73134689,857
63654984,858
74805784,859
55667358,860
91894621,861
82861700,862
63810596,863
48781955,864
32472756,865
82625203,866
36551464,867
32850630,868
34252826,869
86479002,870
70628111,871
47891312,872
68729854,873
37761097,874
19218613,875
52381899,876
38582816,877
44275919,878
21109192,879
90818587,880
96504750,881
94077818,882
10684100,883
73734139,884
32260876,885
15442618,886
36590033,887
76583964,888
94419572,889
84825358,890
88183911,891
41096042,892
47081281,893
39711608,894
86703737,895
76606924,896
66433319,897
56043476,898
44582384,899
72224743,900
91021100,901
45772763,902
76434754,903
44944460,904
35979192,905
80988971,906
94649308,907
71296819,908
43332913,909
93056478,910
12595615,911
89909065,912
56282287,913
49238598,914
58137822,915
91666989,916
59819559,917
26735050,918
63065180,919
29315564,920
76474763,921
45855563,922
87978141,923
97098106,924
70260004,925
16922961,926
41115362,927
32482079,928
90706179,929
56137152,930
61796188,931
72852055,932
11137103,933
95046881,934
33712191,935
72416577,936
53141548,937
16067283,938
19796061,939
86141056,940
41270729,941
28276312,942
61606233,943
78401916,944
67856291,945
81500979,946
74565819,947
55599773,948
50199764,949
98846629,950
32265286,951
92450023,952
17388612,953
56182159,954
36674214,955
40553759,956
23330275,957
25900337,958
25885553,959
88689599,960
49577681,961
89968081,962
58345466,963
45908083,964
97326676,965
92124953,966
26762076,967
69959768,968
51806909,969
74942050,970
95639911,971
88876973,972
36438392,973
53764435,974
49760939,975
19033474,976
92087940,977
23901199,978
16148031,979
36667553,980
69156569,981
88647381,982
20219985,983
24891323,984
84333049,985
61690655,986
84980668,987
69761585,988
52579698,989
95590500,990
50669845,991
13852890,992
73818229,993
87023436,994
75993564,995
70455284,996
55265266,997
49343845,998
75824893,999
91062308,1000
72028329,1001
34546022,1002
82776825,1003
28341977,1004
44849725,1005
45037427,1006
35417025,1007
97179174,1008
88769756,1009
16502142,1010
40522439,1011
66591911,1012
38194596,1013
96947226,1014
46914616,1015
93099753,1016
80536911,1017
60222678,1018
55053759,1019
13416841,1020
56027094,1021
21751194,1022
77270195,1023
12873016,1024
11975879,1025
45405954,1026
20021296,1027
87868328,1028
22051370,1029
78877313,1030
17364919,1031
51328005,1032
21955678,1033
64459578,1034
39952458,1035
67048388,1036
67725981,1037
78658638,1038
47935345,1039
91152917,1040
87619881,1041
35703567,1042
95374927,1043
57052748,1044
60638582,1045
42834352,1046
38744048,1047
20938953,1048
62672686,1049
61054922,1050
75903892,1051
26454508,1052
48758341,1053
26056276,1054
64845410,1055
22263463,1056
84766882,1057
46744207,1058
77439776,1059
34174104,1060
44686644,1061
38234137,1062
95372410,1063
23897406,1064
92840723,1065
51359901,1066
28944918,1067
77573116,1068
89144051,1069
38447947,1070
52600731,1071
54336264,1072
79275910,1073
43245834,1074
95291131,1075
85282651,1076
26759679,1077
20060757,1078
93486475,1079
83275819,1080
31908823,1081
75389718,1082
34328635,1083
96687040,1084
72613729,1085
72316187,1086
27692760,1087
29359716,1088
51323457,1089
66220846,1090
97467509,1091
99300718,1092
79193850,1093
84960601,1094
91574473,1095
88936122,1096
88998701,1097
29626913,1098
13522127,1099
44472982,1100
32553640,1101
12510693,1102
18659689,1103
32809054,1104
36360607,1105
68876809,1106
63946179,1107
85182518,1108
10812481,1109
14261246,1110
42362444,1111
71134010,1112
73710333,1113
66248144,1114
14130641,1115
58012402,1116
15671020,1117
27746076,1118
21442418,1119
25032164,1120
48107489,1121
42772642,1122
35957505,1123
36667553,1124
24802065,1125
93778585,1126
40604622,1127
46536234,1128
99779303,1129
75583958,1130
31918099,1131
27833559,1132
25910570,1133
44750694,1134
26253368,1135
94853858,1136
68841456,1137
81032995,1138
55128147,1139
60837685,1140
46706956,1141
52069880,1142
15795443,1143
75791903,1144
54259781,1145
61664769,1146
83149270,1147
92889122,1148
73642805,1149
41622108,1150
29534404,1151
29366697,1152
21497108,1153
63616385,1154
85006977,1155
55879473,1156
95314882,1157
37707360,1158
83317662,1159
91153196,1160
94550691,1161
20360940,1162
35858103,1163
38853800,1164
10409224,1165
26257113,1166
23562307,1167
94069142,1168
10254671,1169
64049949,1170
71986921,1171
15985133,1172
63306741,1173
72302691,1174
35363202,1175
37908861,1176
69460565,1177
36243975,1178
86856565,1179
70248711,1180
11781135,1181
12207873,1182
95168328,1183
92419274,1184
59216121,1185
26292775,1186
93288058,1187
75452055,1188
93826475,1189
33763560,1190
35310422,1191
35268618,1192
49915815,1193
13574927,1194
63017969,1195
97113207,1196
80003208,1197
42696572,1198
41475517,1199
63159661,1200
23471098,1201
10665803,1202
36791035,1203
52487157,1204
97636587,1205
18943464,1206
62466716,1207
15672737,1208
70616158,1209
68277559,1210
75686901,1211
41608305,1212
41801410,1213
47558758,1214
80906545,1215
26848390,1216
41523295,1217
24818928,1218
50062185,1219
29114611,1220
91947333,1221
10706564,1222
96521449,1223
99319105,1224
93774347,1225
30284255,1226
11633528,1227
71279221,1228
89363069,1229
36157421,1230
69516032,1231
34928490,1232
10093293,1233
99973949,1234
31696643,1235
32246724,1236
83018594,1237
76535391,1238
16971256,1239
76128059,1240
24233729,1241
95976725,1242
86820574,1243
28830340,1244
84542208,1245
73269497,1246
81472243,1247
14124346,1248
68060781,1249
10154778,1250
88209773,1251
93862740,1252
54911044,1253
32971829,1254
43636437,1255
49213313,1256
76893281,1257
84382105,1258
33881558,1259
11227790,1260
97194094,1261
27034103,1262
58988051,1263
41257390,1264
71640923,1265
50251020,1266
76583964,1267
30834561,1268
19599898,1269
67845152,1270
85744520,1271
67798317,1272
19315585,1273
36711147,1274
17336654,1275
64683045,1276
25411059,1277
15081599,1278
98859561,1279
79473753,1280
85050723,1281
89635326,1282
22712089,1283
95117120,1284
99692748,1285
61266643,1286
64227368,1287
73753981,1288
41620423,1289
96374296,1290
47644650,1291
76919587,1292
18945027,1293
95780343,1294
12418404,1295
80502406,1296
95938911,1297
55868221,1298
94033409,1299
56428219,1300
13254281,1301
31261226,1302
47778355,1303
49014597,1304
31000478,1305
46027538,1306
62660305,1307
34527355,1308
65786150,1309
66906902,1310
89758636,1311
15071479,1312
70241413,1313
82618663,1314
23139011,1315
70424709,1316
98319084,1317
51455647,1318
62184404,1319
93857446,1320
26882622,1321
44547776,1322
14629912,1323
21376991,1324
91627093,1325
68504288,1326
74423033,1327
75420711,1328
95596095,1329
25677396,1330
65374447,1331
35714079,1332
44218366,1333
46436645,1334
88134005,1335
65667839,1336
82486235,1337
40092181,1338
14344579,1339
71223614,1340
39640344,1341
94069574,1342
33849685,1343
20201854,1344
26785965,1345
31788962,1346
63893650,1347
59296011,1348
68975852,1349
54887542,1350
74862755,1351
62672686,1352
44680042,1353
58119102,1354
64608757,1355
98160288,1356
56755202,1357
95071906,1358
12626896,1359
99961005,1360
28213992,1361
92189640,1362
21676229,1363
13257068,1364
14707860,1365
44180720,1366
14809970,1367
96236116,1368
85808627,1369
83043847,1370
49583895,1371
35403527,1372
28157111,1373
86829463,1374
46738348,1375
84005597,1376
94856410,1377
51595284,1378
59851263,1379
67931810,1380
43493209,1381
98134045,1382
64596586,1383
87771060,1384
81670034,1385
72804161,1386
75902755,1387
59528508,1388
84891347,1389
32693644,1390
43299326,1391
63732022,1392
85476496,1393
86210318,1394
33086529,1395
87294422,1396
48369625,1397
65518898,1398
83837325,1399
83449342,1400
22069113,1401
25127991,1402
76688940,1403
65606969,1404
37433354,1405
60780945,1406
16710836,1407
80108446,1408
77192521,1409
26762076,1410
88356015,1411
77791887,1412
84509556,1413
96789036,1414
18380172,1415
36813245,1416
62349254,1417
65655402,1418
88040985,1419
32567613,1420
81981908,1421
80023561,1422
80864216,1423
59052646,1424
90715405,1425
58410516,1426
81839963,1427
91383135,1428
24926471,1429
21572198,1430
97669271,1431
11535754,1432
32775970,1433
16583402,1434
10086318,1435
55443831,1436
36323670,1437
46761347,1438
33119996,1439
65597177,1440
32612835,1441
50780420,1442
70637001,1443
62338663,1444
93723077,1445
76433460,1446
93261357,1447
35731452,1448
86126327,1449
25322384,1450
97254986,1451
68832408,1452
84118125,1453
47917368,1454
69359428,1455
14387254,1456
77887740,1457
16791865,1458
37473989,1459
35506888,1460
49199878,1461
70856876,1462
87544042,1463
21848068,1464
63055505,1465
79489731,1466
39972188,1467
66323584,1468
41082574,1469
52118193,1470
64589372,1471
16824162,1472
93967212,1473
31223283,1474
73719399,1475
57907404,1476
95764109,1477
52302822,1478
88435376,1479
59474444,1480
51027585,1481
40066084,1482
89882798,1483
91250926,1484
23048387,1485
34627951,1486
53338212,1487
21334531,1488
82297406,1489
30134605,1490
69359566,1491
60807423,1492
16451873,1493
30487426,1494
40980485,1495
38454957,1496
17994731,1497
62796451,1498
21170403,1499
22487048,1500
88300319,1501
26433123,1502
58959211,1503
51811145,1504
84075967,1505
12253663,1506
86215661,1507
45644582,1508
94993946,1509
75202134,1510
60134847,1511
92421612,1512
36946207,1513
87615364,1514
47476406,1515
78212884,1516
18397642,1517
35062292,1518
54423149,1519
64690453,1520
33889389,1521
28837712,1522
77803883,1523
37500329,1524
92495824,1525
94586516,1526
12859100,1527
93350112,1528
19950661,1529
92481760,1530
67732387,1531
43858167,1532
19720036,1533
88876066,1534
16679848,1535
27766894,1536
18311737,1537
90428743,1538
95975985,1539
26664864,1540
57404250,1541
32815690,1542
41153649,1543
61041716,1544
17416445,1545
96960915,1546
16679848,1547
94441231,1548
12648954,1549
71996588,1550
11606693,1551
36266290,1552
31275091,1553
15410788,1554
95503797,1555
91479345,1556
92976713,1557
16745404,1558
67382189,1559
88682043,1560
66406480,1561
82961853,1562
16329998,1563
40986699,1564
58658563,1565
75238825,1566
36683657,1567
16425351,1568
26831786,1569
80262398,1570
16030038,1571
32663750,1572
97039443,1573
23838585,1574
19415545,1575
23392705,1576
52187936,1577
10265733,1578
75322591,1579
76974710,1580
55580891,1581
95315357,1582
99758244,1583
37874416,1584
18796325,1585
57809258,1586
50610664,1587
88592601,1588
78730278,1589
43093688,1590
34572120,1591
67516920,1592
32248974,1593
82813866,1594
58042434,1595
66994462,1596
56317828,1597
49432863,1598
33919836,1599
27852014,1600
48496191,1601
43165147,1602
52326853,1603
40578323,1604
38455752,1605
98569733,1606
76621174,1607
35839092,1608
77229797,1609
18866344,1610
75641937,1611
85419737,1612
26935913,1613
69544711,1614
35024990,1615
12731463,1616
86804856,1617
29006320,1618
86439041,1619
48760073,1620
74264733,1621
71087461,1622
40931499,1623
53532730,1624
28011191,1625
54325960,1626
61471621,1627
85807314,1628
28948042,1629
14328557,1630
36736589,1631
80230826,1632
25209700,1633
57889235,1634
13210786,1635
42372367,1636
85738681,1637
58355102,1638
79089994,1639
76179373,1640
11960031,1641
24238347,1642
98512767,1643
25385848,1644
13843998,1645
57268865,1646
53627448,1647
52795905,1648
50737541,1649
60878089,1650
90458870,1651
23910959,1652
62963506,1653
49263929,1654
30542713,1655
62431705,1656
83944843,1657
39090759,1658
35921299,1659
38041046,1660
62678261,1661
33013994,1662
71955723,1663
45221188,1664
62447368,1665
15335639,1666
36046679,1667
91779839,1668
94726603,1669
86021000,1670
13856990,1671
84398539,1672
18855352,1673
11912748,1674
81130301,1675
59081611,1676
53015907,1677
17719481,1678
63662086,1679
71207012,1680
13859445,1681
38942880,1682
51808486,1683
64668464,1684
86117520,1685
27223944,1686
24877623,1687
98313170,1688
68888394,1689
77840652,1690
33868051,1691
40535641,1692
46130039,1693
71736359,1694
30585502,1695
24120795,1696
62403270,1697
11032097,1698
78651866,1699
36865140,1700
78677366,1701
12440067,1702
52906704,1703
11251894,1704
47925949,1705
47393781,1706
51250077,1707
33011245,1708
97177961,1709
53888164,1710
80854775,1711
66895323,1712
53266059,1713
63800127,1714
57191589,1715
18752716,1716
54433678,1717
73750257,1718
72899870,1719
19736246,1720
58395252,1721
47177495,1722
74301172,1723
93617049,1724
12231455,1725
35662988,1726
35003094,1727
88329773,1728
22276434,1729
30887583,1730
91794350,1731
37019710,1732
39561139,1733
49113973,1734
50875813,1735
90068493,1736
58205369,1737
88286271,1738
65414672,1739
85805806,1740
29987081,1741
52952736,1742
49171499,1743
39446447,1744
60071278,1745
14248971,1746
99648529,1747
48665597,1748
50916877,1749
93303893,1750
61739134,1751
31177224,1752
39928380,1753
51126415,1754
38312326,1755
90303816,1756
78346999,1757
11455623,1758
44785678,1759
83138913,1760
22655616,1761
98500933,1762
72295768,1763
11851489,1764
73072656,1765
14476822,1766
40625502,1767
52671808,1768
27667311,1769
33097934,1770
30882386,1771
22559149,1772
39137319,1773
55693947,1774
63412900,1775
53041752,1776
99174463,1777
35802264,1778
72876294,1779
71286802,1780
41059609,1781
80384537,1782
33334694,1783
94450483,1784
55323510,1785
31742112,1786
96241719,1787
91343816,1788
50406939,1789
58042434,1790
16159268,1791
81868042,1792
35885728,1793
16058394,1794
20810612,1795
30064490,1796
52238238,1797
23430161,1798
97338400,1799
65640608,1800
75447713,1801
15939405,1802
88936725,1803
97240335,1804
72943509,1805
88799428,1806
75893255,1807
66830416,1808
53256369,1809
54423149,1810
51409200,1811
63811627,1812
64972442,1813
24652335,1814
46091243,1815
83396110,1816
76018637,1817
21126940,1818
94248454,1819
83271042,1820
23903352,1821
68316348,1822
89223330,1823
78251187,1824
83111117,1825
86582538,1826
44232746,1827
92167411,1828
55105611,1829
39764767,1830
51109448,1831
67392825,1832
21285820,1833
52794870,1834
16751726,1835
95755147,1836
68098358,1837
77019314,1838
41567836,1839
93005264,1840
69691420,1841
15014294,1842
37298484,1843
71039257,1844
55836623,1845
38903897,1846
66017224,1847
56884338,1848
83321072,1849
27203132,1850
55919814,1851
11619842,1852
74876706,1853
95372410,1854
61113150,1855
11899218,1856
14807804,1857
29869641,1858
57828958,1859
95447765,1860
34352580,1861
31258095,1862
75016425,1863
55155811,1864
94017328,1865
49303493,1866
39255069,1867
19332154,1868
99963502,1869
52192815,1870
45056914,1871
17063979,1872
62685847,1873
46750996,1874
40823840,1875
85544713,1876
44303218,1877
38595226,1878
99152143,1879
73720951,1880
51033754,1881
62614173,1882
17195083,1883
10024238,1884
80194375,1885
52749890,1886
65438954,1887
78699115,1888
54888747,1889
58138698,1890
43676974,1891
26629984,1892
35920768,1893
99418963,1894
27311673,1895
36033009,1896
15219850,1897
40100522,1898
54744675,1899
71690865,1900
47451360,1901
71674281,1902
43209098,1903
41511569,1904
71987387,1905
56324359,1906
49880281,1907
75693473,1908
24781637,1909
10010186,1910
64913279,1911
18637400,1912
80587627,1913
69154117,1914
98380788,1915
43010242,1916
15598045,1917
31617659,1918
47359432,1919
45770606,1920
12543966,1921
63263134,1922
15559427,1923
57290393,1924
61391020,1925
67144699,1926
17014860,1927
35253348,1928
72016741,1929
30227443,1930
17101122,1931
53671602,1932
94156648,1933
93013055,1934
25862595,1935
84743479,1936
77419310,1937
77312754,1938
80515413,1939
94429400,1940
51190261,1941
82447768,1942
47982579,1943
79953904,1944
70755341,1945
68281576,1946
52820686,1947
88843851,1948
55394546,1949
31774228,1950
38446083,1951
25950433,1952
98043861,1953
60605925,1954
52802988,1955
29782930,1956
50809129,1957
63247575,1958
85677581,1959
29862368,1960
58163723,1961
78049841,1962
36087269,1963
19691837,1964
26985441,1965
21384932,1966
45438697,1967
67087252,1968
34368384,1969
34783939,1970
57931887,1971
61224071,1972
89724067,1973
32317482,1974
88297934,1975
89228675,1976
63674825,1977
33208735,1978
86771707,1979
47469318,1980
81649096,1981
80822149,1982
39435269,1983
24720312,1984
61058491,1985
83464665,1986
22927379,1987
91252035,1988
25903738,1989
44423393,1990
48907045,1991
71198430,1992
85970490,1993
53922965,1994
32855222,1995
31461893,1996
85990929,1997
56530281,1998
69877447,1999
60914389,2000
66417527,2001
88576753,2002
68313676,2003
66568457,2004
33319119,2005
21349624,2006
44761732,2007
42426311,2008
41291945,2009
93150425,2010
20749286,2011
43434497,2012
92816950,2013
18077348,2014
55960078,2015
59111434,2016
92690575,2017
23819498,2018
88782829,2019
91970527,2020
95294609,2021
54175058,2022
56333391,2023
29661933,2024
12013180,2025
75993372,2026
48006695,2027
37488746,2028
11366377,2029
57149966,2030
68423006,2031
92125686,2032
74418003,2033
47492858,2034
83622522,2035
41517430,2036
34725548,2037
71262559,2038
66565848,2039
38116025,2040
98717882,2041
60411541,2042
69517818,2043
24938967,2044
42643700,2045
19563689,2046
53491763,2047
52124273,2048
84948561,2049
16098420,2050
56786073,2051
86795559,2052
85842109,2053
86622411,2054
80920350,2055
54958592,2056
88638504,2057
92213535,2058
79328837,2059
91392243,2060
13045072,2061
73191256,2062
51025437,2063
29537887,2064
24479820,2065
61673646,2066
35335657,2067
49118556,2068
60905608,2069
22173307,2070
10659221,2071
70068806,2072
48988163,2073
78022965,2074
15942307,2075
36227838,2076
95417614,2077
47504261,2078
36189250,2079
29359046,2080
28276312,2081
56091146,2082
98034576,2083
46445865,2084
16741124,2085
82565011,2086
91851129,2087
85550637,2088
88599634,2089
54863529,2090
18245398,2091
85245249,2092
31981503,2093
67566145,2094
83428755,2095
68494893,2096
85245249,2097
13901281,2098
31513012,2099
44647875,2100
92283718,2101
11264700,2102
75343533,2103
61867297,2104
72269446,2105
38212278,2106
12483263,2107
35302960,2108
